ih_1,ih_2,ih_3,ih_4,ih_5,ih_6,ih_7,ih_8,ih_9,ih_10,ih_11,ih_12,ih_13,ih_14,ih_15,ih_16,ih_17,ih_18,ih_19,ih_20,ih_21,ih_22,ih_23,ih_24,ih_25,ih_26,ih_27,ih_28,ih_29,ih_30,ih_31,ih_32,ih_33,ih_34,ih_35,ih_36,ih_37,ih_38,ih_39,ih_40,ih_41,ih_42,ih_43,ih_44,ih_45,ih_46,ih_47,ih_48,ih_49,ih_50,ih_51,ih_52,gender,age,race,gpa,sat,act,phil_cls,psyc_cls,major,athlete
7,4,5,5,1,4,3,4,4,4,3,4,4,4,1,4,7,1,6,6,1,2,7,6,2,3,2,6,2,2,1,4,1,7,7,7,5,2,5,4,4,5,1,3,7,3,4,1,3,1,2,3,2,20,7,2.9,,22,1,1,9,2
6,3,2,6,2,2,3,6,2,5,2,6,7,2,2,4,6,3,6,5,3,3,5,6,5,4,2,6,2,2,2,4,2,6,6,6,5,4,5,4,6,4,2,2,7,6,5,2,5,2,2,2,2,20,7,2.6,,22,1,8,73,2
7,7,1,7,1,1,6,4,7,7,7,5,7,1,3,4,3,6,7,7,3,2,7,7,4,1,2,6,2,7,5,6,1,7,5,7,1,1,7,6,6,1,2,4,7,6,6,1,1,1,1,1,2,19,7,2.5,,24,1,1,82,2
6,2,4,6,2,2,5,6,,6,6,3,2,,,6,3,4,5,5,6,5,6,7,3,4,2,,,6,,5,3,6,6,6,5,5,6,3,6,4,5,3,6,6,6,4,,,2,3,1,22,7,2.7,,23,0,1,82,2
7,6,1,2,2,5,6,6,5,2,5,2,4,2,5,7,3,5,6,6,1,3,7,6,1,2,1,6,2,2,6,3,1,4,4,7,5,3,2,3,5,2,2,1,6,3,6,1,5,1,6,5,2,20,7,3.47,,31,1,10,73,2
3,6,2,6,2,2,2,4,3,5,5,3,4,4,5,5,6,5,5,6,5,5,6,6,2,2,2,6,2,4,4,4,2,6,1,7,3,2,3,2,6,4,4,2,5,3,4,4,5,1,1,1,2,18,7,3.8,,26,0,1,28,2
6,2,5,6,1,1,1,3,7,7,5,2,5,5,5,3,6,1,5,6,3,5,6,7,5,5,3,7,1,2,5,3,3,7,7,7,3,3,3,1,5,1,5,1,7,2,6,1,3,1,1,1,2,22,7,3.1,,26,1,6,24,2
5,5,4,5,2,2,3,3,4,3,4,3,6,4,6,3,5,4,6,6,2,2,5,4,3,3,4,4,2,4,2,3,3,6,5,6,4,3,3,5,5,5,2,4,5,5,6,1,2,2,4,4,2,18,7,3.7,,27,1,1,73,2
1,2,3,7,1,1,1,7,1,5,5,6,7,2,3,2,7,1,6,6,1,2,7,7,3,2,2,7,5,1,1,2,1,7,6,7,2,5,5,3,6,2,1,2,4,6,5,1,7,1,1,2,2,21,8,3.8,,25,0,1,3,2
6,5,4,3,1,1,1,3,2,5,5,5,6,4,2,2,7,1,7,7,2,2,6,7,2,4,1,5,2,3,3,5,2,6,6,7,3,2,5,5,5,3,2,3,6,3,6,6,5,1,2,2,2,21,7,4,,19,1,13,73,2
3,4,2,6,3,5,6,4,4,6,5,5,4,2,4,4,5,2,6,6,5,2,7,7,7,1,5,4,2,1,2,4,2,7,6,7,5,2,4,3,4,2,4,2,6,2,5,2,6,1,2,1,2,18,9,3.4,,27,2,1,1,2
5,3,5,3,2,2,2,4,4,6,4,6,5,2,2,4,6,2,7,6,2,2,6,7,2,2,1,6,2,2,2,5,3,7,6,6,6,3,5,3,3,4,3,3,6,3,3,2,5,2,1,4,2,21,7,2.5,,,1,1,82,2
4,4,4,5,3,4,2,5,3,5,4,3,4,4,4,5,6,2,6,5,5,4,6,7,1,2,2,6,1,1,4,4,2,7,7,6,3,3,6,3,5,3,3,3,6,3,2,1,3,1,2,2,1,21,5,2.6,,27,,4,73,2

2,5,2,3,2,2,5,5,5,5,3,3,7,3,3,5,5,3,7,5,2,2,5,6,2,3,3,6,3,2,5,3,3,7,6,6,2,2,5,6,5,3,2,3,3,5,6,2,5,1,2,1,2,19,1,3.4,,27,1,4,10,2
2,6,2,6,1,2,2,3,2,5,4,3,5,2,4,5,5,3,6,5,3,3,6,6,2,2,3,6,2,2,2,4,4,6,6,7,2,4,6,4,6,6,5,6,6,5,5,2,4,1,2,2,2,21,7,3.5,,29,1,1,41,2
6,6,2,6,2,1,5,6,2,3,2,6,7,5,2,4,7,3,5,6,6,6,5,2,4,6,2,4,3,2,5,4,1,7,6,6,3,1,7,3,5,3,5,2,6,3,6,1,6,1,2,3,1,20,7,3.57,,26,1,1,9,2
3,2,2,6,2,2,2,2,2,5,6,6,3,2,5,6,7,2,6,6,3,2,4,3,2,2,2,5,2,2,2,5,2,7,6,6,6,4,5,3,3,3,2,2,4,3,6,1,2,2,2,2,1,20,7,3.6,,32,0,0,18,2
6,5,5,5,3,3,5,3,5,5,3,2,3,4,5,5,5,2,5,6,5,3,5,7,7,6,5,5,2,5,3,5,5,5,5,5,3,3,5,3,3,2,3,2,5,2,5,6,5,2,3,1,2,21,7,3.3,,,0,0,82,2
4,2,1,,6,7,6,5,2,6,3,2,5,4,4,6,4,2,5,5,6,3,6,7,2,3,3,5,3,3,2,5,5,7,6,7,5,1,5,2,4,3,4,5,5,5,6,2,6,1,1,2,2,19,7,3.5,,28,1,3,73,2
2,5,4,6,4,4,4,5,4,4,3,5,7,2,2,4,3,5,5,4,5,3,6,4,4,1,2,5,2,5,3,2,2,7,6,7,4,2,6,6,7,5,2,2,6,6,5,1,3,1,1,2,1,22,7,3.4,,22,1,4,10,2
5,6,2,3,1,1,1,4,3,7,2,5,6,1,5,2,7,2,7,6,2,5,6,2,4,2,2,5,2,7,1,5,1,6,6,7,2,2,3,1,6,2,5,,6,3,7,1,2,1,1,2,2,19,7,3.5,,31,0,0,23,2
3,5,3,3,1,2,2,3,5,5,5,3,5,6,3,6,3,6,5,5,2,5,6,2,6,5,5,5,5,3,5,3,3,5,5,7,6,6,5,3,3,3,2,2,5,5,6,3,3,2,6,5,1,25,7,3,,,1,0,82,2
5,4,4,2,1,2,3,4,6,4,4,4,4,4,4,4,6,4,6,5,4,2,6,2,2,4,1,6,2,4,6,4,2,7,6,6,4,2,5,3,5,3,2,4,4,3,2,1,6,1,2,1,2,19,7,3.7,,23,0,1,82,2
5,2,3,3,6,5,6,4,5,4,5,4,4,5,4,5,6,5,6,6,2,4,6,4,6,4,4,5,6,4,5,4,4,6,5,6,4,2,5,3,5,5,2,5,4,4,4,2,5,2,4,4,1,19,1,3,,21,0,1,10,2
7,2,7,1,5,5,4,7,1,6,1,7,6,1,2,7,7,3,6,6,5,2,7,7,6,2,2,5,2,4,2,5,1,7,5,7,2,3,6,6,5,2,1,1,7,6,4,1,5,1,2,1,2,20,7,2.9,,24,2,8,22,2
6,4,6,6,6,1,1,6,2,4,5,4,7,2,4,7,6,6,6,7,6,2,6,7,6,6,2,7,2,2,2,4,1,6,6,5,2,2,6,7,6,3,3,4,6,4,5,3,1,1,2,1,1,18,7,3,,24,0,1,36,1
5,2,3,3,2,2,5,2,5,5,5,2,5,6,6,5,7,2,6,6,3,2,7,7,3,1,2,6,5,4,1,6,1,7,5,7,5,2,6,6,5,3,2,3,6,2,6,1,5,1,2,1,1,18,7,3.9,,31,1,0,44,2
3,5,4,3,3,3,3,3,3,3,3,6,6,3,5,6,5,3,6,6,3,3,6,6,3,5,3,6,3,3,3,3,3,5,6,6,3,3,6,5,6,3,3,6,6,5,6,3,3,3,3,3,1,31,7,2.96,,,1,1,37,2
5,6,2,7,1,1,1,6,2,4,4,6,6,3,2,4,7,1,7,6,2,2,6,4,6,4,1,6,4,1,5,4,1,7,7,6,1,1,6,6,7,2,1,2,6,5,7,1,2,1,2,2,2,30,7,3.8,,,0,1,82,2
6,5,4,2,4,2,5,2,5,5,5,5,3,2,5,5,6,1,4,6,3,7,2,4,5,4,2,4,2,2,3,5,3,6,6,7,6,5,2,2,5,2,2,3,6,2,5,2,5,2,1,2,2,19,7,3.8,,30,1,0,10,2
3,3,3,4,5,3,6,3,1,5,5,3,3,4,5,5,5,2,6,6,3,2,5,6,2,3,2,6,2,4,2,6,4,6,6,6,4,3,5,5,3,4,2,4,6,4,5,2,3,1,2,2,1,43,7,3.2,,32,1,3,81,2
5,2,2,3,1,1,1,4,2,6,5,6,3,4,4,4,6,4,6,5,2,3,3,6,2,3,3,6,3,2,2,6,2,6,7,6,3,5,3,3,3,4,5,5,6,2,2,2,3,2,2,3,2,21,7,3.75,,25,0,3,82,2
4,4,2,4,3,2,3,2,4,5,4,2,3,5,5,7,4,2,7,6,2,1,7,3,4,2,2,6,1,4,6,6,2,7,7,5,3,5,5,2,2,3,2,3,7,2,7,5,5,1,3,4,1,19,7,3,,33,1,1,82,2
5,5,2,6,1,5,5,4,4,5,4,6,5,2,5,5,6,2,6,7,1,3,3,4,4,3,1,6,1,1,2,2,1,7,7,6,1,1,6,3,6,6,1,4,7,6,6,1,1,1,1,2,1,23,7,3.6,,19,2,1,82,2
5,5,2,2,2,4,3,6,5,5,4,4,4,3,4,5,7,2,7,6,4,4,5,7,4,1,2,6,1,1,4,3,3,7,7,7,1,2,6,3,7,2,4,2,7,2,6,3,4,1,1,4,2,22,7,2.9,,24,0,1,9,2
6,3,4,3,2,2,2,2,6,6,5,2,3,6,6,5,6,3,6,5,2,3,6,6,5,2,2,5,5,5,2,5,3,6,6,6,5,5,3,5,2,3,4,6,5,3,6,2,5,2,2,2,2,20,2,3.5,,,0,0,24,2
3,3,2,5,3,5,6,3,2,5,3,3,6,2,4,5,7,2,5,7,2,2,6,1,5,3,2,6,1,3,2,5,2,7,7,6,5,2,6,6,6,3,2,5,5,3,5,6,2,1,1,3,1,21,7,3.9,,33,1,1,82,2
1,7,4,7,1,7,7,7,1,7,7,1,7,7,7,7,7,7,7,7,2,1,7,7,7,7,1,7,1,7,7,1,1,7,7,7,6,7,7,6,7,7,4,1,7,1,7,7,1,1,1,1,2,19,7,3,,19,1,2,22,2
5,1,4,3,4,4,5,2,4,6,6,4,3,6,6,6,3,2,5,6,3,5,6,6,3,2,3,7,4,6,4,6,4,6,6,7,5,2,5,3,3,3,5,3,6,3,5,3,6,2,3,2,2,22,7,3.7,,30,1,2,23,2
3,3,2,2,3,3,1,4,6,4,3,3,2,7,5,3,7,2,6,2,4,1,7,7,4,3,4,4,3,2,2,6,1,2,3,3,2,1,4,2,3,1,3,1,4,3,6,1,1,1,2,5,2,19,1,2.9,,17,0,3,73,2
1,2,1,1,2,2,2,7,2,7,1,6,7,2,2,5,7,2,1,7,1,1,5,6,1,6,1,7,1,1,1,1,1,7,7,6,2,1,6,7,7,3,1,3,7,3,6,1,2,1,1,2,2,18,1,3.4,,22,1,2,12,2
4,5,2,3,7,6,7,3,2,6,3,3,6,6,6,3,7,4,6,5,2,3,6,2,7,3,1,4,3,6,5,7,2,7,5,7,3,2,5,6,3,3,2,5,5,3,5,2,5,1,1,1,2,19,7,3.5,,29,0,1,82,2
5,2,4,3,2,2,2,3,6,4,5,3,3,2,3,4,3,4,5,5,2,2,5,6,2,4,2,4,3,2,1,6,3,6,6,6,5,5,5,3,2,2,5,4,4,3,5,2,5,2,2,2,2,21,7,3.5,,27,2,12,73,2
3,6,1,5,1,2,5,5,2,2,6,6,6,5,3,2,5,5,6,5,3,3,5,7,1,4,2,5,2,1,4,1,1,6,7,5,2,2,5,6,5,2,2,3,6,2,6,2,3,1,2,1,2,20,7,3,,25,1,1,9,2
1,2,1,7,1,1,1,2,1,5,2,7,7,6,5,7,7,2,7,7,1,1,7,7,3,1,1,7,1,6,1,1,3,7,7,7,1,1,7,6,7,3,1,3,7,5,5,1,2,1,1,6,1,23,7,3.3,,23,1,3,8,2
3,3,3,6,5,5,5,6,5,4,6,2,5,3,3,5,6,5,5,5,4,5,6,5,4,3,4,2,4,3,7,6,2,7,3,7,,3,6,2,5,5,5,3,6,3,6,2,2,1,2,2,2,22,7,3,,21,0,4,82,2
4,6,4,6,1,1,1,7,1,5,6,4,7,4,6,3,5,4,6,6,3,2,4,6,4,3,1,6,4,2,5,1,1,6,6,7,1,3,7,6,6,4,1,4,6,2,6,1,5,1,1,5,2,21,1,2,,19,1,2,82,2
2,4,2,5,1,1,5,2,5,6,2,2,7,4,6,6,6,1,7,7,1,1,6,7,7,2,1,5,2,2,5,4,2,7,7,7,5,5,3,5,6,1,3,1,6,2,7,2,2,1,1,1,2,20,7,3.912,,30,1,0,82,2
4,4,4,3,2,2,3,5,4,4,4,4,4,3,4,6,4,4,6,6,2,5,5,6,2,3,2,6,2,2,1,4,1,7,4,7,2,1,6,6,6,6,2,4,6,4,4,4,1,1,2,1,2,21,7,3.9,,29,1,2,82,2

3,5,2,5,1,2,5,6,5,7,5,,2,1,5,2,7,2,5,6,3,2,7,6,3,1,1,7,6,6,3,5,2,7,4,7,6,6,5,2,6,3,3,3,7,2,6,1,6,1,1,1,2,19,7,3,,19,0,2,82,2
6,3,2,6,2,1,1,3,6,6,6,3,3,5,6,5,6,2,6,6,2,2,6,6,2,3,2,6,2,2,1,6,2,6,6,6,2,2,5,3,3,1,2,2,6,2,5,1,2,1,2,2,2,25,2,2,,29,1,2,82,2
5,3,4,4,4,4,5,5,4,5,6,6,4,3,4,4,6,3,5,5,5,2,6,6,2,2,3,6,3,2,2,5,2,6,6,6,5,3,4,3,5,3,3,4,6,5,3,2,4,1,2,1,2,21,7,3,,16,0,2,23,2
3,7,1,6,1,1,1,6,1,6,5,6,6,2,3,6,7,1,6,6,4,2,7,7,2,1,1,7,1,1,4,4,1,7,7,6,2,2,7,6,5,6,2,6,7,6,6,1,1,1,1,4,1,24,9,3.2,,,6,12,73,2
7,3,4,4,3,3,4,5,3,3,4,3,3,6,3,4,5,3,5,3,7,3,3,6,4,4,2,6,3,3,3,3,5,3,3,5,5,3,5,3,3,2,4,3,5,3,3,3,3,3,3,3,2,18,7,3.5,,25,1,1,1,2
2,5,2,6,1,1,1,7,2,5,3,5,6,2,2,3,6,4,6,5,2,3,5,4,3,5,2,6,2,2,2,2,1,7,6,7,1,2,5,6,7,6,2,2,6,6,6,1,2,1,2,1,2,19,9,2.8,,18,0,0,82,2
5,3,5,3,4,5,4,6,6,5,3,5,5,5,3,6,3,2,6,5,6,5,5,5,2,6,6,5,2,2,3,6,2,5,6,5,3,2,3,3,5,3,2,3,6,5,6,5,5,2,3,3,1,22,7,3,,24,1,1,82,2
4,5,3,6,4,4,4,4,6,6,5,5,5,4,4,6,5,2,6,6,5,3,5,5,4,4,3,6,4,2,3,4,2,7,6,6,3,4,4,4,6,4,4,4,6,4,5,4,4,2,4,2,2,19,2,3.2,,23,0,1,82,2
4,3,4,4,4,4,4,5,6,5,5,4,4,3,2,6,6,3,5,6,3,3,6,6,4,2,2,5,2,5,3,4,2,6,7,6,2,2,5,5,4,4,2,3,6,5,5,2,3,3,2,1,1,19,7,2.95,,22,0,1,82,2
6,5,2,3,2,1,5,3,5,3,5,7,5,1,3,5,6,5,7,6,2,3,6,6,5,4,2,6,3,5,2,6,3,3,5,5,3,5,6,3,3,3,5,2,6,3,4,3,6,1,2,2,2,18,7,3.4,,22,0,1,73,2
2,5,4,6,2,2,2,3,3,4,3,4,4,3,2,4,5,4,6,6,4,4,6,4,5,4,2,6,4,6,4,3,2,6,6,6,4,2,6,4,4,2,5,4,6,3,6,3,2,1,2,2,2,19,7,3.6,,27,1,2,82,2
3,5,2,6,3,3,3,6,5,4,3,6,6,2,2,5,6,5,5,3,5,6,3,4,3,5,3,3,5,2,2,3,1,7,5,6,4,2,4,5,5,3,2,3,6,6,5,2,2,1,1,2,2,21,7,2.9,,27,0,3,82,2
5,4,4,4,4,2,5,3,5,4,4,4,7,5,5,5,4,3,6,6,5,2,5,2,3,4,2,6,3,3,3,4,4,7,7,6,5,5,5,3,3,4,4,5,3,3,5,3,5,2,3,5,1,18,7,3.5,1200,26,0,1,1,2
6,6,1,3,1,2,1,3,3,5,3,3,3,4,5,5,7,5,6,6,5,6,7,6,6,2,1,7,3,1,3,3,2,7,7,7,7,4,5,2,3,1,1,6,6,1,3,3,6,1,4,4,2,21,7,3,,26,2,6,10,2
6,7,7,7,1,1,1,5,7,6,5,4,5,3,2,4,7,3,5,5,4,1,6,5,5,4,5,7,1,1,4,3,2,7,7,6,4,1,5,6,7,2,5,3,6,2,4,1,2,1,1,1,1,20,7,2.77,,26,1,1,21,2
2,3,2,1,4,4,6,2,7,7,7,2,3,7,7,7,6,3,7,7,5,3,3,6,1,7,7,2,6,6,7,7,5,5,5,7,6,7,3,3,3,3,3,1,6,2,7,3,7,1,5,2,2,19,7,3.8,,24,2,1,82,2
2,4,1,6,2,1,2,7,1,4,2,5,6,2,2,4,3,3,6,4,3,2,5,4,1,6,1,6,1,5,1,1,1,6,6,6,1,2,6,6,7,6,2,6,7,6,6,1,2,1,1,1,1,21,7,3.67,,25,1,3,82,2
7,3,6,2,1,5,5,5,4,2,4,6,7,4,4,3,5,3,6,6,4,4,3,5,4,3,2,5,2,2,1,4,1,7,4,6,2,2,2,2,3,4,2,4,7,2,5,1,4,1,1,1,2,19,7,3.2,,25,1,1,24,1
1,6,1,6,1,1,1,5,6,6,3,2,6,1,2,5,7,1,7,7,1,1,7,7,1,1,1,7,1,1,1,6,1,7,7,6,1,1,7,5,6,2,2,2,7,3,6,1,2,1,1,1,2,22,7,3.4,,24,1,1,12,2
4,4,4,4,4,4,4,4,4,3,4,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,5,5,5,5,3,5,4,4,3,3,4,2,20,7,3.3,,25,1,0,82,2
5,4,1,4,1,1,1,5,4,4,5,4,6,4,4,5,4,5,6,4,2,2,6,7,4,4,2,6,4,2,2,4,2,6,6,7,5,5,2,4,7,6,2,4,6,2,4,2,2,1,1,6,2,38,7,3.2,,,4,2,23,2
6,4,5,3,1,1,4,2,5,6,6,6,5,2,5,2,7,2,4,6,3,5,5,5,3,2,2,6,5,3,1,6,3,6,4,7,5,5,3,2,3,2,5,2,3,6,3,2,6,2,3,1,2,22,7,3.6,,19,0,2,23,2
4,5,5,4,1,1,2,4,1,2,2,3,1,2,2,4,6,4,7,5,2,2,6,7,5,2,1,6,2,2,1,3,1,6,7,6,2,2,6,2,3,3,2,4,6,3,5,1,4,1,2,1,2,21,7,4,,29,1,5,82,2
4,4,2,6,2,5,3,4,2,4,3,3,7,2,4,4,6,4,6,6,1,5,6,6,5,6,3,6,5,3,2,6,2,7,7,6,6,3,4,2,7,5,2,6,6,6,6,1,3,2,3,1,1,22,7,3.8,,,1,1,82,2
5,3,5,3,4,3,2,3,5,5,6,6,4,2,3,3,4,5,5,5,3,3,5,3,5,2,2,5,3,3,2,2,1,6,6,5,5,5,5,5,5,3,3,3,6,3,6,5,5,2,3,2,2,20,7,3.87,,28,0,3,82,2
3,4,4,4,1,1,2,6,1,4,3,4,4,2,1,2,7,5,7,7,3,3,7,2,2,1,1,6,3,1,3,1,2,7,5,7,1,2,6,5,7,3,1,,3,5,3,2,5,1,2,1,2,19,7,3.8,,27,0,1,23,2
5,5,3,6,2,2,6,2,6,2,3,5,6,6,5,5,3,2,5,5,6,5,3,4,5,2,2,6,3,2,2,6,2,5,5,6,2,2,5,7,5,5,2,6,6,6,6,5,3,2,2,3,1,18,7,3.33,,26,1,2,18,2
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,23,9,3.9,,,4,0,66,2
3,5,2,6,1,1,3,5,1,3,2,2,6,3,6,4,6,2,6,6,2,2,5,6,3,2,2,4,4,2,1,3,1,6,6,6,5,6,5,5,4,4,3,3,6,3,6,1,2,1,4,4,2,19,7,4,,31,0,2,9,1

3,7,1,6,1,1,1,6,2,5,1,3,5,2,3,4,7,1,6,4,7,4,6,6,6,5,2,6,2,4,2,1,5,7,6,6,2,2,3,3,6,5,1,6,7,5,5,1,1,1,2,1,1,36,7,3.5,,30,1,0,82,2
4,6,4,6,1,2,2,4,2,5,2,4,4,1,4,4,7,2,6,6,2,2,5,7,2,4,1,7,2,4,2,2,1,7,6,7,2,2,4,3,4,2,2,2,7,4,6,1,3,1,1,1,2,20,7,3.2,,,1,2,23,2
,4,,6,2,1,,,4,,,,,,6,,,,6,,,,,,,2,2,,,4,,,1,,,,,,,,,2,2,,,,6,,5,,,,2,20,7,3.3,,,0,10,73,2
2,6,2,7,2,1,3,6,2,3,2,5,6,2,4,3,6,2,6,5,2,2,3,6,2,2,2,6,2,4,2,2,1,7,7,5,2,2,5,3,7,2,2,4,7,7,6,1,2,1,2,1,2,28,2,3.009,,24,1,0,10,2
2,2,3,2,2,3,1,6,3,2,2,2,2,2,5,6,6,2,6,2,2,2,5,4,2,1,1,6,2,1,2,2,1,1,6,6,2,2,6,2,6,6,2,4,6,2,2,2,2,2,1,2,2,18,7,3.1,,21,0,0,22,2
4,4,2,3,5,3,6,6,4,6,5,6,5,4,2,3,6,5,5,1,5,3,6,4,5,3,5,5,4,3,2,2,3,6,6,5,5,5,5,2,4,2,3,3,5,5,6,4,2,2,3,4,2,21,3,1.9,,,1,1,82,2
6,2,6,3,3,2,2,3,2,2,5,6,6,2,5,2,6,3,2,5,6,6,6,5,6,2,2,6,2,2,5,3,2,6,6,6,5,2,5,3,3,2,5,2,2,2,3,3,6,2,2,4,2,19,7,3.65,,32,1,0,2,2

5,5,5,5,2,3,2,5,2,5,5,6,5,2,3,5,7,4,7,6,3,5,6,7,3,2,1,7,5,3,2,5,2,6,6,6,5,5,7,5,5,4,3,5,7,5,6,1,5,1,2,2,2,19,7,,,31,1,1,22,2
4,4,3,6,1,1,2,6,4,2,2,6,6,2,2,3,6,4,6,5,2,1,6,6,2,3,2,6,2,1,2,1,2,6,6,6,1,2,6,6,6,6,2,6,6,6,6,6,2,1,2,2,2,37,7,2.9,,,1,4,82,2
5,3,5,3,3,2,3,4,4,4,4,4,3,2,4,5,7,5,7,5,6,2,7,6,2,2,2,6,2,2,4,4,2,6,6,6,2,3,4,5,6,3,3,4,6,4,5,1,2,1,2,2,2,22,7,2.8,,24,1,1,9,2
2,5,2,4,2,2,5,6,2,4,3,6,6,1,3,3,4,2,6,2,5,3,6,7,6,5,2,6,5,2,3,2,2,6,6,6,3,5,5,3,6,2,4,3,6,3,3,1,5,2,1,2,2,19,7,2.8,,22,2,2,1,2
6,3,2,6,1,5,1,3,3,5,4,4,5,3,4,4,7,2,7,6,2,2,6,6,5,2,2,6,2,2,5,6,2,6,7,6,3,5,2,3,4,3,2,3,6,3,6,2,5,2,2,2,2,18,7,3.7,,29,0,2,82,1
3,4,4,6,2,3,5,5,5,4,3,5,3,3,5,5,6,2,6,6,3,2,6,7,3,3,2,6,3,1,2,5,5,7,6,6,3,5,5,3,3,3,3,3,6,3,5,2,5,1,2,1,2,21,7,3.75,,26,1,3,82,2
5,3,3,4,5,5,5,5,4,4,5,6,3,2,2,3,7,2,7,5,5,5,5,5,4,3,2,5,2,6,3,2,1,6,6,7,5,3,5,3,3,3,4,2,6,4,4,2,4,1,2,3,2,21,7,3.34,,22,1,1,55,2
6,4,5,2,,2,5,2,4,6,4,6,4,2,3,3,6,3,7,7,5,3,5,6,1,2,2,6,2,6,5,3,2,6,7,7,5,1,6,6,5,4,1,6,7,6,7,1,3,1,2,2,2,22,7,3,,26,0,3,9,2
4,3,4,3,3,2,5,3,5,5,5,5,6,3,4,5,5,3,6,4,4,4,6,3,5,3,2,6,5,3,3,4,2,7,6,6,3,5,6,5,3,2,3,3,5,2,5,6,5,1,2,4,2,18,7,3,,23,0,1,82,2
5,3,3,5,2,2,2,,5,2,4,3,5,1,4,4,6,4,7,6,2,2,5,6,6,3,1,6,5,3,5,5,2,7,7,6,5,4,4,6,7,2,3,3,7,2,6,1,4,1,1,2,2,19,2,3.6,,25,0,2,82,2
2,2,2,6,2,1,2,5,2,5,2,6,2,2,2,5,6,2,6,6,2,2,6,7,3,3,2,6,5,2,6,2,1,6,6,6,6,5,5,5,6,6,2,6,6,6,3,2,2,2,2,2,2,20,7,3.568,,21,1,7,73,2
4,5,2,6,1,3,1,4,4,3,5,5,5,1,3,4,5,2,7,6,2,1,6,6,3,1,2,5,1,3,1,2,3,7,7,7,1,2,6,1,4,3,5,2,7,2,6,1,2,1,2,1,2,19,7,4,,28,1,1,37,2
1,4,2,4,1,5,5,7,5,2,2,1,5,1,5,2,4,7,7,5,4,4,2,7,5,4,5,4,5,2,3,5,2,7,5,7,6,1,5,5,5,6,5,4,4,5,5,5,7,5,7,6,2,23,9,2.7,,,1,1,82,2
5,3,2,5,2,2,2,6,2,2,2,6,6,2,2,2,6,2,6,6,2,1,5,7,3,4,2,6,6,2,2,2,2,6,6,6,2,2,6,6,6,3,2,2,6,6,6,1,2,1,2,2,2,31,7,3.1,,,,7,73,2
6,3,5,2,5,5,5,2,2,6,5,3,3,3,6,4,7,5,7,6,5,6,6,7,6,2,2,5,5,3,5,7,5,7,7,7,7,2,3,2,4,1,2,4,6,2,6,1,5,1,1,6,2,25,7,2.5,,27,1,1,10,2
4,6,2,5,4,5,5,6,4,2,4,6,7,2,2,4,5,5,5,4,5,5,5,4,5,5,4,6,3,4,5,3,3,6,6,5,2,3,6,5,5,7,2,6,6,6,5,5,3,2,2,4,1,19,7,3.363,,29,1,0,82,2
1,2,1,6,2,2,2,3,7,6,1,2,3,2,6,6,6,2,7,6,3,1,6,2,6,6,2,5,6,5,1,6,1,6,7,7,4,3,5,5,6,6,5,5,6,5,7,5,2,2,2,4,1,25,7,3.5,,24,1,0,10,2
1,6,1,6,1,1,4,5,5,2,2,3,4,2,1,6,6,2,6,5,2,2,5,4,4,1,2,6,2,3,1,5,2,7,6,5,3,1,6,5,3,5,2,2,4,4,5,3,3,2,2,1,1,20,7,3.2,,25,1,0,10,2
6,,6,6,6,6,7,2,6,2,2,2,7,5,2,5,2,3,5,6,6,6,7,7,6,2,2,,7,6,4,2,6,5,6,3,6,6,6,2,2,2,6,2,6,,6,7,7,2,6,1,1,19,7,3,,24,1,1,22,2
6,2,3,2,5,5,6,3,5,2,3,7,3,1,4,2,6,6,4,3,6,2,3,6,5,6,3,2,6,5,3,4,5,6,6,7,6,4,4,3,7,7,5,7,6,5,6,5,6,1,2,2,1,18,7,3.7,,28,0,0,55,2
6,3,5,5,3,2,5,3,7,6,6,5,5,5,6,6,3,3,7,6,3,3,6,5,3,2,3,6,1,1,2,5,5,7,7,6,5,3,6,3,6,5,3,5,6,5,6,2,2,2,3,5,2,20,7,3.5,,29,1,2,82,2
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,18,7,2.5,,21,0,1,1,2
6,2,4,6,3,5,4,3,3,5,3,2,6,4,3,5,5,2,7,6,2,2,7,7,2,2,1,6,7,2,1,5,1,7,7,7,2,2,5,3,3,3,2,3,7,3,5,2,6,1,1,1,2,23,9,3.62,,19,2,3,82,2
7,2,5,2,1,1,2,3,1,7,2,6,3,1,2,1,7,1,6,6,2,2,7,2,3,6,1,7,5,1,2,2,1,7,7,7,6,5,5,1,6,1,2,1,7,2,7,1,3,1,1,1,2,21,7,2.7,,18,2,14,73,2
5,2,2,6,2,2,4,3,4,5,5,5,3,1,5,3,5,5,7,6,4,2,6,7,3,2,1,7,2,4,4,5,1,5,6,6,3,2,5,3,5,3,5,2,6,2,3,4,5,1,2,2,2,20,7,2.82,,21,1,1,3,2
